A=3, h=1+1+1, 
A=504, h=2+20+10, 
A=504, h=2+22+4, 
A=504, h=4+2+22, 
A=504, h=4+22+2, 
A=504, h=6+12+18, 
A=504, h=6+18+12, 
A=504, h=10+2+20, 
A=504, h=10+20+2, 
A=504, h=12+6+18, 
A=504, h=12+18+6, 
A=504, h=18+6+12, 
A=504, h=18+12+6, 
A=504, h=20+2+10, 
A=504, h=20+10+2, 
A=504, h=22+2+4, 
A=504, h=22+4+2, 
A=505, h=9+10+18, 
A=505, h=9+18+10, 
A=505, h=10+9+18, 
A=505, h=10+18+9, 
A=505, h=18+9+10, 
A=505, h=18+10+9, 
A=506, h=1+8+21, 
A=506, h=1+12+19, 
A=506, h=1+19+12, 
A=506, h=1+21+8, 
A=506, h=4+7+21, 
A=506, h=4+21+7, 
A=506, h=5+9+20, 
A=506, h=5+15+16, 
A=506, h=5+16+15, 
A=506, h=5+20+9, 
A=506, h=7+4+21, 
A=506, h=7+21+4, 
A=506, h=8+1+21, 
A=506, h=8+9+19, 
A=506, h=8+19+9, 
A=506, h=8+21+1, 
A=506, h=9+5+20, 
A=506, h=9+8+19, 
A=506, h=9+13+16, 
A=506, h=9+16+13, 
A=506, h=9+19+8, 
A=506, h=9+20+5, 
A=506, h=12+1+19, 
A=506, h=12+19+1, 
A=506, h=13+9+16, 
A=506, h=13+16+9, 
A=506, h=15+5+16, 
A=506, h=15+16+5, 
A=506, h=16+5+15, 
A=506, h=16+9+13, 
A=506, h=16+13+9, 
A=506, h=16+15+5, 
A=506, h=19+1+12, 
A=506, h=19+8+9, 
A=506, h=19+9+8, 
A=506, h=19+12+1, 
A=506, h=20+5+9, 
A=506, h=20+9+5, 
A=506, h=21+1+8, 
A=506, h=21+4+7, 
A=506, h=21+7+4, 
A=506, h=21+8+1, 
A=507, h=5+11+19, 
A=507, h=5+19+11, 
A=507, h=7+13+17, 
A=507, h=7+17+13, 
A=507, h=11+5+19, 
A=507, h=11+19+5, 
A=507, h=13+7+17, 
A=507, h=13+13+13, 
A=507, h=13+17+7, 
A=507, h=17+7+13, 
A=507, h=17+13+7, 
A=507, h=19+5+11, 
A=507, h=19+11+5, 
A=509, h=2+8+21, 
A=509, h=2+12+19, 
A=509, h=2+19+12, 
A=509, h=2+21+8, 
A=509, h=3+4+22, 
A=509, h=3+10+20, 
A=509, h=3+20+10, 
A=509, h=3+22+4, 
A=509, h=4+3+22, 
A=509, h=4+13+18, 
A=509, h=4+18+13, 
A=509, h=4+22+3, 
A=509, h=8+2+21, 
A=509, h=8+11+18, 
A=509, h=8+18+11, 
A=509, h=8+21+2, 
A=509, h=10+3+20, 
A=509, h=10+20+3, 
A=509, h=11+8+18, 
A=509, h=11+18+8, 
A=509, h=12+2+19, 
A=509, h=12+13+14, 
A=509, h=12+14+13, 
A=509, h=12+19+2, 
A=509, h=13+4+18, 
A=509, h=13+12+14, 
A=509, h=13+14+12, 
A=509, h=13+18+4, 
A=509, h=14+12+13, 
A=509, h=14+13+12, 
A=509, h=18+4+13, 
A=509, h=18+8+11, 
A=509, h=18+11+8, 
A=509, h=18+13+4, 
A=509, h=19+2+12, 
A=509, h=19+12+2, 
A=509, h=20+3+10, 
A=509, h=20+10+3, 
A=509, h=21+2+8, 
A=509, h=21+8+2, 
A=509, h=22+3+4, 
A=509, h=22+4+3, 
A=510, h=1+5+22, 
A=510, h=1+22+5, 
A=510, h=5+1+22, 
A=510, h=5+14+17, 
A=510, h=5+17+14, 
A=510, h=5+22+1, 
A=510, h=7+10+19, 
A=510, h=7+19+10, 
A=510, h=10+7+19, 
A=510, h=10+11+17, 
A=510, h=10+17+11, 
A=510, h=10+19+7, 
A=510, h=11+10+17, 
A=510, h=11+17+10, 
A=510, h=14+5+17, 
A=510, h=14+17+5, 
A=510, h=17+5+14, 
A=510, h=17+10+11, 
A=510, h=17+11+10, 
A=510, h=17+14+5, 
A=510, h=19+7+10, 
A=510, h=19+10+7, 
A=510, h=22+1+5, 
A=510, h=22+5+1, 
A=513, h=1+16+16, 
A=513, h=2+5+22, 
A=513, h=2+22+5, 
A=513, h=5+2+22, 
A=513, h=5+22+2, 
A=513, h=6+6+21, 
A=513, h=6+21+6, 
A=513, h=7+8+20, 
A=513, h=7+20+8, 
A=513, h=8+7+20, 
A=513, h=8+20+7, 
A=513, h=11+14+14, 
A=513, h=12+12+15, 
A=513, h=12+15+12, 
A=513, h=14+11+14, 
A=513, h=14+14+11, 
A=513, h=15+12+12, 
A=513, h=16+1+16, 
A=513, h=16+16+1, 
A=513, h=20+7+8, 
A=513, h=20+8+7, 
A=513, h=21+6+6, 
A=513, h=22+2+5, 
A=513, h=22+5+2, 
A=514, h=3+8+21, 
A=514, h=3+12+19, 
A=514, h=3+19+12, 
A=514, h=3+21+8, 
A=514, h=8+3+21, 
A=514, h=8+15+15, 
A=514, h=8+21+3, 
A=514, h=9+12+17, 
A=514, h=9+17+12, 
A=514, h=12+3+19, 
A=514, h=12+9+17, 
A=514, h=12+17+9, 
A=514, h=12+19+3, 
A=514, h=15+8+15, 
A=514, h=15+15+8, 
A=514, h=17+9+12, 
A=514, h=17+12+9, 
A=514, h=19+3+12, 
A=514, h=19+12+3, 
A=514, h=21+3+8, 
A=514, h=21+8+3, 
A=515, h=1+15+17, 
A=515, h=1+17+15, 
A=515, h=5+7+21, 
A=515, h=5+21+7, 
A=515, h=7+5+21, 
A=515, h=7+21+5, 
A=515, h=11+13+15, 
A=515, h=11+15+13, 
A=515, h=13+11+15, 
A=515, h=13+15+11, 
A=515, h=15+1+17, 
A=515, h=15+11+13, 
A=515, h=15+13+11, 
A=515, h=15+17+1, 
A=515, h=17+1+15, 
A=515, h=17+15+1, 
A=515, h=21+5+7, 
A=515, h=21+7+5, 
A=516, h=2+16+16, 
A=516, h=4+4+22, 
A=516, h=4+10+20, 
A=516, h=4+20+10, 
A=516, h=4+22+4, 
A=516, h=8+14+16, 
A=516, h=8+16+14, 
A=516, h=10+4+20, 
A=516, h=10+20+4, 
A=516, h=14+8+16, 
A=516, h=14+16+8, 
A=516, h=16+2+16, 
A=516, h=16+8+14, 
A=516, h=16+14+8, 
A=516, h=16+16+2, 
A=516, h=20+4+10, 
A=516, h=20+10+4, 
A=516, h=22+4+4, 
A=517, h=6+9+20, 
A=517, h=6+15+16, 
A=517, h=6+16+15, 
A=517, h=6+20+9, 
A=517, h=7+12+18, 
A=517, h=7+18+12, 
A=517, h=9+6+20, 
A=517, h=9+20+6, 
A=517, h=12+7+18, 
A=517, h=12+18+7, 
A=517, h=15+6+16, 
A=517, h=15+16+6, 
A=517, h=16+6+15, 
A=517, h=16+15+6, 
A=517, h=18+7+12, 
A=517, h=18+12+7, 
A=517, h=20+6+9, 
A=517, h=20+9+6, 
A=518, h=2+15+17, 
A=518, h=2+17+15, 
A=518, h=3+5+22, 
A=518, h=3+22+5, 
A=518, h=5+3+22, 
A=518, h=5+13+18, 
A=518, h=5+18+13, 
A=518, h=5+22+3, 
A=518, h=6+11+19, 
A=518, h=6+19+11, 
A=518, h=11+6+19, 
A=518, h=11+19+6, 
A=518, h=13+5+18, 
A=518, h=13+18+5, 
A=518, h=15+2+17, 
A=518, h=15+17+2, 
A=518, h=17+2+15, 
A=518, h=17+15+2, 
A=518, h=18+5+13, 
A=518, h=18+13+5, 
A=518, h=19+6+11, 
A=518, h=19+11+6, 
A=518, h=22+3+5, 
A=518, h=22+5+3, 
A=521, h=1+6+22, 
A=521, h=1+14+18, 
A=521, h=1+18+14, 
A=521, h=1+22+6, 
A=521, h=3+16+16, 
A=521, h=4+8+21, 
A=521, h=4+12+19, 
A=521, h=4+19+12, 
A=521, h=4+21+8, 
A=521, h=6+1+22, 
A=521, h=6+14+17, 
A=521, h=6+17+14, 
A=521, h=6+22+1, 
A=521, h=8+4+21, 
A=521, h=8+21+4, 
A=521, h=10+14+15, 
A=521, h=10+15+14, 
A=521, h=11+12+16, 
A=521, h=11+16+12, 
A=521, h=12+4+19, 
A=521, h=12+11+16, 
A=521, h=12+16+11, 
A=521, h=12+19+4, 
A=521, h=14+1+18, 
A=521, h=14+6+17, 
A=521, h=14+10+15, 
A=521, h=14+15+10, 
A=521, h=14+17+6, 
A=521, h=14+18+1, 
A=521, h=15+10+14, 
A=521, h=15+14+10, 
A=521, h=16+3+16, 
A=521, h=16+11+12, 
A=521, h=16+12+11, 
A=521, h=16+16+3, 
A=521, h=17+6+14, 
A=521, h=17+14+6, 
A=521, h=18+1+14, 
A=521, h=18+14+1, 
A=521, h=19+4+12, 
A=521, h=19+12+4, 
A=521, h=21+4+8, 
A=521, h=21+8+4, 
A=521, h=22+1+6, 
A=521, h=22+6+1, 
A=522, h=1+11+20, 
A=522, h=1+20+11, 
A=522, h=8+13+17, 
A=522, h=8+17+13, 
A=522, h=11+1+20, 
A=522, h=11+20+1, 
A=522, h=13+8+17, 
A=522, h=13+17+8, 
A=522, h=17+8+13, 
A=522, h=17+13+8, 
A=522, h=20+1+11, 
A=522, h=20+11+1, 
A=523, h=1+9+21, 
A=523, h=1+21+9, 
A=523, h=3+15+17, 
A=523, h=3+17+15, 
A=523, h=9+1+21, 
A=523, h=9+9+19, 
A=523, h=9+19+9, 
A=523, h=9+21+1, 
A=523, h=15+3+17, 
A=523, h=15+17+3, 
A=523, h=17+3+15, 
A=523, h=17+15+3, 
A=523, h=19+9+9, 
A=523, h=21+1+9, 
A=523, h=21+9+1, 
A=524, h=2+6+22, 
A=524, h=2+14+18, 
A=524, h=2+18+14, 
A=524, h=2+22+6, 
A=524, h=6+2+22, 
A=524, h=6+22+2, 
A=524, h=10+10+18, 
A=524, h=10+18+10, 
A=524, h=14+2+18, 
A=524, h=14+18+2, 
A=524, h=18+2+14, 
A=524, h=18+10+10, 
A=524, h=18+14+2, 
A=524, h=22+2+6, 
A=524, h=22+6+2, 
A=525, h=2+11+20, 
A=525, h=2+20+11, 
A=525, h=4+5+22, 
A=525, h=4+22+5, 
A=525, h=5+4+22, 
A=525, h=5+10+20, 
A=525, h=5+20+10, 
A=525, h=5+22+4, 
A=525, h=8+10+19, 
A=525, h=8+19+10, 
A=525, h=10+5+20, 
A=525, h=10+8+19, 
A=525, h=10+13+16, 
A=525, h=10+16+13, 
A=525, h=10+19+8, 
A=525, h=10+20+5, 
A=525, h=11+2+20, 
A=525, h=11+20+2, 
A=525, h=13+10+16, 
A=525, h=13+16+10, 
A=525, h=16+10+13, 
A=525, h=16+13+10, 
A=525, h=19+8+10, 
A=525, h=19+10+8, 
A=525, h=20+2+11, 
A=525, h=20+5+10, 
A=525, h=20+10+5, 
A=525, h=20+11+2, 
A=525, h=22+4+5, 
A=525, h=22+5+4, 
A=526, h=2+9+21, 
A=526, h=2+21+9, 
A=526, h=6+7+21, 
A=526, h=6+21+7, 
A=526, h=7+6+21, 
A=526, h=7+21+6, 
A=526, h=9+2+21, 
A=526, h=9+11+18, 
A=526, h=9+18+11, 
A=526, h=9+21+2, 
A=526, h=11+9+18, 
A=526, h=11+18+9, 
A=526, h=18+9+11, 
A=526, h=18+11+9, 
A=526, h=21+2+9, 
A=526, h=21+6+7, 
A=526, h=21+7+6, 
A=526, h=21+9+2, 
A=528, h=4+16+16, 
A=528, h=8+8+20, 
A=528, h=8+20+8, 
A=528, h=16+4+16, 
A=528, h=16+16+4, 
A=528, h=20+8+8, 
A=529, h=3+6+22, 
A=529, h=3+14+18, 
A=529, h=3+18+14, 
A=529, h=3+22+6, 
A=529, h=6+3+22, 
A=529, h=6+13+18, 
A=529, h=6+18+13, 
A=529, h=6+22+3, 
A=529, h=13+6+18, 
A=529, h=13+18+6, 
A=529, h=14+3+18, 
A=529, h=14+18+3, 
A=529, h=18+3+14, 
A=529, h=18+6+13, 
A=529, h=18+13+6, 
A=529, h=18+14+3, 
A=529, h=22+3+6, 
A=529, h=22+6+3, 
A=530, h=3+11+20, 
A=530, h=3+20+11, 
A=530, h=4+15+17, 
A=530, h=4+17+15, 
A=530, h=5+8+21, 
A=530, h=5+12+19, 
A=530, h=5+19+12, 
A=530, h=5+21+8, 
A=530, h=7+9+20, 
A=530, h=7+15+16, 
A=530, h=7+16+15, 
A=530, h=7+20+9, 
A=530, h=8+5+21, 
A=530, h=8+21+5, 
A=530, h=9+7+20, 
A=530, h=9+20+7, 
A=530, h=11+3+20, 
A=530, h=11+20+3, 
A=530, h=12+5+19, 
A=530, h=12+19+5, 
A=530, h=15+4+17, 
A=530, h=15+7+16, 
A=530, h=15+16+7, 
A=530, h=15+17+4, 
A=530, h=16+7+15, 
A=530, h=16+15+7, 
A=530, h=17+4+15, 
A=530, h=17+15+4, 
A=530, h=19+5+12, 
A=530, h=19+12+5, 
A=530, h=20+3+11, 
A=530, h=20+7+9, 
A=530, h=20+9+7, 
A=530, h=20+11+3, 
A=530, h=21+5+8, 
A=530, h=21+8+5, 
A=531, h=1+1+23, 
A=531, h=1+13+19, 
A=531, h=1+19+13, 
A=531, h=1+23+1, 
A=531, h=3+9+21, 
A=531, h=3+21+9, 
A=531, h=7+11+19, 
A=531, h=7+19+11, 
A=531, h=9+3+21, 
A=531, h=9+15+15, 
A=531, h=9+21+3, 
A=531, h=11+7+19, 
A=531, h=11+11+17, 
A=531, h=11+17+11, 
A=531, h=11+19+7, 
A=531, h=13+1+19, 
A=531, h=13+19+1, 
A=531, h=15+9+15, 
A=531, h=15+15+9, 
A=531, h=17+11+11, 
A=531, h=19+1+13, 
A=531, h=19+7+11, 
A=531, h=19+11+7, 
A=531, h=19+13+1, 
A=531, h=21+3+9, 
A=531, h=21+9+3, 
A=531, h=23+1+1, 
A=532, h=8+12+18, 
A=532, h=8+18+12, 
A=532, h=12+8+18, 
A=532, h=12+18+8, 
A=532, h=18+8+12, 
A=532, h=18+12+8, 
A=533, h=9+14+16, 
A=533, h=9+16+14, 
A=533, h=10+12+17, 
A=533, h=10+17+12, 
A=533, h=12+10+17, 
A=533, h=12+17+10, 
A=533, h=14+9+16, 
A=533, h=14+16+9, 
A=533, h=16+9+14, 
A=533, h=16+14+9, 
A=533, h=17+10+12, 
A=533, h=17+12+10, 
A=534, h=1+2+23, 
A=534, h=1+7+22, 
A=534, h=1+22+7, 
A=534, h=1+23+2, 
A=534, h=2+1+23, 
A=534, h=2+13+19, 
A=534, h=2+19+13, 
A=534, h=2+23+1, 
A=534, h=5+5+22, 
A=534, h=5+22+5, 
A=534, h=7+1+22, 
A=534, h=7+14+17, 
A=534, h=7+17+14, 
A=534, h=7+22+1, 
A=534, h=13+2+19, 
A=534, h=13+13+14, 
A=534, h=13+14+13, 
A=534, h=13+19+2, 
A=534, h=14+7+17, 
A=534, h=14+13+13, 
A=534, h=14+17+7, 
A=534, h=17+7+14, 
A=534, h=17+14+7, 
A=534, h=19+2+13, 
A=534, h=19+13+2, 
A=534, h=22+1+7, 
A=534, h=22+5+5, 
A=534, h=22+7+1, 
A=534, h=23+1+2, 
A=534, h=23+2+1, 
A=536, h=4+6+22, 
A=536, h=4+14+18, 
A=536, h=4+18+14, 
A=536, h=4+22+6, 
A=536, h=6+4+22, 
A=536, h=6+10+20, 
A=536, h=6+20+10, 
A=536, h=6+22+4, 
A=536, h=10+6+20, 
A=536, h=10+20+6, 
A=536, h=12+14+14, 
A=536, h=14+4+18, 
A=536, h=14+12+14, 
A=536, h=14+14+12, 
A=536, h=14+18+4, 
A=536, h=18+4+14, 
A=536, h=18+14+4, 
A=536, h=20+6+10, 
A=536, h=20+10+6, 
A=536, h=22+4+6, 
A=536, h=22+6+4, 
A=537, h=2+2+23, 
A=537, h=2+7+22, 
A=537, h=2+22+7, 
A=537, h=2+23+2, 
A=537, h=4+11+20, 
A=537, h=4+20+11, 
A=537, h=5+16+16, 
A=537, h=7+2+22, 
A=537, h=7+22+2, 
A=537, h=11+4+20, 
A=537, h=11+20+4, 
A=537, h=16+5+16, 
A=537, h=16+16+5, 
A=537, h=20+4+11, 
A=537, h=20+11+4, 
A=537, h=22+2+7, 
A=537, h=22+7+2, 
A=537, h=23+2+2, 
A=538, h=4+9+21, 
A=538, h=4+21+9, 
A=538, h=9+4+21, 
A=538, h=9+21+4, 
A=538, h=12+13+15, 
A=538, h=12+15+13, 
A=538, h=13+12+15, 
A=538, h=13+15+12, 
A=538, h=15+12+13, 
A=538, h=15+13+12, 
A=538, h=21+4+9, 
A=538, h=21+9+4, 
A=539, h=1+3+23, 
A=539, h=1+23+3, 
A=539, h=3+1+23, 
A=539, h=3+13+19, 
A=539, h=3+19+13, 
A=539, h=3+23+1, 
A=539, h=5+15+17, 
A=539, h=5+17+15, 
A=539, h=7+7+21, 
A=539, h=7+21+7, 
A=539, h=9+13+17, 
A=539, h=9+17+13, 
A=539, h=13+3+19, 
A=539, h=13+9+17, 
A=539, h=13+17+9, 
A=539, h=13+19+3, 
A=539, h=15+5+17, 
A=539, h=15+17+5, 
A=539, h=17+5+15, 
A=539, h=17+9+13, 
A=539, h=17+13+9, 
A=539, h=17+15+5, 
A=539, h=19+3+13, 
A=539, h=19+13+3, 
A=539, h=21+7+7, 
A=539, h=23+1+3, 
A=539, h=23+3+1, 
A=541, h=6+8+21, 
A=541, h=6+12+19, 
A=541, h=6+19+12, 
A=541, h=6+21+8, 
A=541, h=8+6+21, 
A=541, h=8+21+6, 
A=541, h=12+6+19, 
A=541, h=12+19+6, 
A=541, h=19+6+12, 
A=541, h=19+12+6, 
A=541, h=21+6+8, 
A=541, h=21+8+6, 
A=542, h=1+10+21, 
A=542, h=1+21+10, 
A=542, h=2+3+23, 
A=542, h=2+23+3, 
A=542, h=3+2+23, 
A=542, h=3+7+22, 
A=542, h=3+22+7, 
A=542, h=3+23+2, 
A=542, h=7+3+22, 
A=542, h=7+13+18, 
A=542, h=7+18+13, 
A=542, h=7+22+3, 
A=542, h=9+10+19, 
A=542, h=9+19+10, 
A=542, h=10+1+21, 
A=542, h=10+9+19, 
A=542, h=10+19+9, 
A=542, h=10+21+1, 
A=542, h=11+14+15, 
A=542, h=11+15+14, 
A=542, h=13+7+18, 
A=542, h=13+18+7, 
A=542, h=14+11+15, 
A=542, h=14+15+11, 
A=542, h=15+11+14, 
A=542, h=15+14+11, 
A=542, h=18+7+13, 
A=542, h=18+13+7, 
A=542, h=19+9+10, 
A=542, h=19+10+9, 
A=542, h=21+1+10, 
A=542, h=21+10+1, 
A=542, h=22+3+7, 
A=542, h=22+7+3, 
A=542, h=23+2+3, 
A=542, h=23+3+2, 
A=544, h=12+12+16, 
A=544, h=12+16+12, 
A=544, h=16+12+12, 
A=545, h=1+12+20, 
A=545, h=1+20+12, 
A=545, h=2+10+21, 
A=545, h=2+21+10, 
A=545, h=5+6+22, 
A=545, h=5+14+18, 
A=545, h=5+18+14, 
A=545, h=5+22+6, 
A=545, h=6+5+22, 
A=545, h=6+22+5, 
A=545, h=8+9+20, 
A=545, h=8+15+16, 
A=545, h=8+16+15, 
A=545, h=8+20+9, 
A=545, h=9+8+20, 
A=545, h=9+20+8, 
A=545, h=10+2+21, 
A=545, h=10+11+18, 
A=545, h=10+18+11, 
A=545, h=10+21+2, 
A=545, h=11+10+18, 
A=545, h=11+18+10, 
A=545, h=12+1+20, 
A=545, h=12+20+1, 
A=545, h=14+5+18, 
A=545, h=14+18+5, 
A=545, h=15+8+16, 
A=545, h=15+16+8, 
A=545, h=16+8+15, 
A=545, h=16+15+8, 
A=545, h=18+5+14, 
A=545, h=18+10+11, 
A=545, h=18+11+10, 
A=545, h=18+14+5, 
A=545, h=20+1+12, 
A=545, h=20+8+9, 
A=545, h=20+9+8, 
A=545, h=20+12+1, 
A=545, h=21+2+10, 
A=545, h=21+10+2, 
A=545, h=22+5+6, 
A=545, h=22+6+5, 
A=546, h=1+4+23, 
A=546, h=1+16+17, 
A=546, h=1+17+16, 
A=546, h=1+23+4, 
A=546, h=4+1+23, 
A=546, h=4+13+19, 
A=546, h=4+19+13, 
A=546, h=4+23+1, 
A=546, h=5+11+20, 
A=546, h=5+20+11, 
A=546, h=8+11+19, 
A=546, h=8+19+11, 
A=546, h=11+5+20, 
A=546, h=11+8+19, 
A=546, h=11+13+16, 
A=546, h=11+16+13, 
A=546, h=11+19+8, 
A=546, h=11+20+5, 
A=546, h=13+4+19, 
A=546, h=13+11+16, 
A=546, h=13+16+11, 
A=546, h=13+19+4, 
A=546, h=16+1+17, 
A=546, h=16+11+13, 
A=546, h=16+13+11, 
A=546, h=16+17+1, 
A=546, h=17+1+16, 
A=546, h=17+16+1, 
A=546, h=19+4+13, 
A=546, h=19+8+11, 
A=546, h=19+11+8, 
A=546, h=19+13+4, 
A=546, h=20+5+11, 
A=546, h=20+11+5, 
A=546, h=23+1+4, 
A=546, h=23+4+1, 
A=547, h=3+3+23, 
A=547, h=3+23+3, 
A=547, h=5+9+21, 
A=547, h=5+21+9, 
A=547, h=9+5+21, 
A=547, h=9+21+5, 
A=547, h=21+5+9, 
A=547, h=21+9+5, 
A=547, h=23+3+3, 
A=548, h=2+12+20, 
A=548, h=2+20+12, 
A=548, h=6+16+16, 
A=548, h=12+2+20, 
A=548, h=12+20+2, 
A=548, h=16+6+16, 
A=548, h=16+16+6, 
A=548, h=20+2+12, 
A=548, h=20+12+2, 
A=549, h=1+8+22, 
A=549, h=1+22+8, 
A=549, h=2+4+23, 
A=549, h=2+16+17, 
A=549, h=2+17+16, 
A=549, h=2+23+4, 
A=549, h=4+2+23, 
A=549, h=4+7+22, 
A=549, h=4+22+7, 
A=549, h=4+23+2, 
A=549, h=7+4+22, 
A=549, h=7+10+20, 
A=549, h=7+20+10, 
A=549, h=7+22+4, 
A=549, h=8+1+22, 
A=549, h=8+14+17, 
A=549, h=8+17+14, 
A=549, h=8+22+1, 
A=549, h=9+12+18, 
A=549, h=9+18+12, 
A=549, h=10+7+20, 
A=549, h=10+20+7, 
A=549, h=12+9+18, 
A=549, h=12+18+9, 
A=549, h=14+8+17, 
A=549, h=14+17+8, 
A=549, h=16+2+17, 
A=549, h=16+17+2, 
A=549, h=17+2+16, 
A=549, h=17+8+14, 
A=549, h=17+14+8, 
A=549, h=17+16+2, 
A=549, h=18+9+12, 
A=549, h=18+12+9, 
A=549, h=20+7+10, 
A=549, h=20+10+7, 
A=549, h=22+1+8, 
A=549, h=22+4+7, 
A=549, h=22+7+4, 
A=549, h=22+8+1, 
A=549, h=23+2+4, 
A=549, h=23+4+2, 
A=550, h=1+15+18, 
A=550, h=1+18+15, 
A=550, h=3+10+21, 
A=550, h=3+21+10, 
A=550, h=6+15+17, 
A=550, h=6+17+15, 
A=550, h=10+3+21, 
A=550, h=10+15+15, 
A=550, h=10+21+3, 
A=550, h=15+1+18, 
A=550, h=15+6+17, 
A=550, h=15+10+15, 
A=550, h=15+15+10, 
A=550, h=15+17+6, 
A=550, h=15+18+1, 
A=550, h=17+6+15, 
A=550, h=17+15+6, 
A=550, h=18+1+15, 
A=550, h=18+15+1, 
A=550, h=21+3+10, 
A=550, h=21+10+3, 
A=552, h=2+8+22, 
A=552, h=2+22+8, 
A=552, h=8+2+22, 
A=552, h=8+22+2, 
A=552, h=10+14+16, 
A=552, h=10+16+14, 
A=552, h=14+10+16, 
A=552, h=14+16+10, 
A=552, h=16+10+14, 
A=552, h=16+14+10, 
A=552, h=22+2+8, 
A=552, h=22+8+2, 
A=553, h=2+15+18, 
A=553, h=2+18+15, 
A=553, h=3+12+20, 
A=553, h=3+20+12, 
A=553, h=12+3+20, 
A=553, h=12+20+3, 
A=553, h=15+2+18, 
A=553, h=15+18+2, 
A=553, h=18+2+15, 
A=553, h=18+15+2, 
A=553, h=20+3+12, 
A=553, h=20+12+3, 
A=554, h=3+4+23, 
A=554, h=3+16+17, 
A=554, h=3+17+16, 
A=554, h=3+23+4, 
A=554, h=4+3+23, 
A=554, h=4+23+3, 
A=554, h=7+8+21, 
A=554, h=7+12+19, 
A=554, h=7+19+12, 
A=554, h=7+21+8, 
A=554, h=8+7+21, 
A=554, h=8+21+7, 
A=554, h=11+12+17, 
A=554, h=11+17+12, 
A=554, h=12+7+19, 
A=554, h=12+11+17, 
A=554, h=12+17+11, 
A=554, h=12+19+7, 
A=554, h=16+3+17, 
A=554, h=16+17+3, 
A=554, h=17+3+16, 
A=554, h=17+11+12, 
A=554, h=17+12+11, 
A=554, h=17+16+3, 
A=554, h=19+7+12, 
A=554, h=19+12+7, 
A=554, h=21+7+8, 
A=554, h=21+8+7, 
A=554, h=23+3+4, 
A=554, h=23+4+3, 
A=555, h=1+5+23, 
A=555, h=1+23+5, 
A=555, h=5+1+23, 
A=555, h=5+13+19, 
A=555, h=5+19+13, 
A=555, h=5+23+1, 
A=555, h=13+5+19, 
A=555, h=13+19+5, 
A=555, h=19+5+13, 
A=555, h=19+13+5, 
A=555, h=23+1+5, 
A=555, h=23+5+1, 
A=556, h=6+6+22, 
A=556, h=6+14+18, 
A=556, h=6+18+14, 
A=556, h=6+22+6, 
A=556, h=14+6+18, 
A=556, h=14+18+6, 
A=556, h=18+6+14, 
A=556, h=18+14+6, 
A=556, h=22+6+6, 
A=557, h=3+8+22, 
A=557, h=3+22+8, 
A=557, h=4+10+21, 
A=557, h=4+21+10, 
A=557, h=6+11+20, 
A=557, h=6+20+11, 
A=557, h=8+3+22, 
A=557, h=8+13+18, 
A=557, h=8+18+13, 
A=557, h=8+22+3, 
A=557, h=10+4+21, 
A=557, h=10+21+4, 
A=557, h=11+6+20, 
A=557, h=11+20+6, 
A=557, h=13+8+18, 
A=557, h=13+18+8, 
A=557, h=18+8+13, 
A=557, h=18+13+8, 
A=557, h=20+6+11, 
A=557, h=20+11+6, 
A=557, h=21+4+10, 
A=557, h=21+10+4, 
A=557, h=22+3+8, 
A=557, h=22+8+3, 
A=558, h=1+14+19, 
A=558, h=1+19+14, 
A=558, h=2+5+23, 
A=558, h=2+23+5, 
A=558, h=3+15+18, 
A=558, h=3+18+15, 
A=558, h=5+2+23, 
A=558, h=5+7+22, 
A=558, h=5+22+7, 
A=558, h=5+23+2, 
A=558, h=6+9+21, 
A=558, h=6+21+9, 
A=558, h=7+5+22, 
A=558, h=7+22+5, 
A=558, h=9+6+21, 
A=558, h=9+21+6, 
A=558, h=10+13+17, 
A=558, h=10+17+13, 
A=558, h=13+10+17, 
A=558, h=13+17+10, 
A=558, h=14+1+19, 
A=558, h=14+19+1, 
A=558, h=15+3+18, 
A=558, h=15+18+3, 
A=558, h=17+10+13, 
A=558, h=17+13+10, 
A=558, h=18+3+15, 
A=558, h=18+15+3, 
A=558, h=19+1+14, 
A=558, h=19+14+1, 
A=558, h=21+6+9, 
A=558, h=21+9+6, 
A=558, h=22+5+7, 
A=558, h=22+7+5, 
A=558, h=23+2+5, 
A=558, h=23+5+2, 
A=560, h=4+12+20, 
A=560, h=4+20+12, 
A=560, h=12+4+20, 
A=560, h=12+20+4, 
A=560, h=20+4+12, 
A=560, h=20+12+4, 
A=561, h=2+14+19, 
A=561, h=2+19+14, 
A=561, h=4+4+23, 
A=561, h=4+16+17, 
A=561, h=4+17+16, 
A=561, h=4+23+4, 
A=561, h=7+16+16, 
A=561, h=10+10+19, 
A=561, h=10+19+10, 
A=561, h=13+14+14, 
A=561, h=14+2+19, 
A=561, h=14+13+14, 
A=561, h=14+14+13, 
A=561, h=14+19+2, 
A=561, h=16+4+17, 
A=561, h=16+7+16, 
A=561, h=16+16+7, 
A=561, h=16+17+4, 
A=561, h=17+4+16, 
A=561, h=17+16+4, 
A=561, h=19+2+14, 
A=561, h=19+10+10, 
A=561, h=19+14+2, 
A=561, h=23+4+4, 
A=562, h=9+9+20, 
A=562, h=9+15+16, 
A=562, h=9+16+15, 
A=562, h=9+20+9, 
A=562, h=15+9+16, 
A=562, h=15+16+9, 
A=562, h=16+9+15, 
A=562, h=16+15+9, 
A=562, h=20+9+9, 
A=563, h=1+11+21, 
